customer_id,gender,is_senior,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movie,subscription_plan,paperless_billing,payment_method,monthly_revenue,lifetime_value,is_churned,customer_segment,tenure_bucket,is_active_customer
7622-NXQZR,Male,0,No,No,28,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),88.95,810.85,0,High Value,Loyal,1
6196-HBOBZ,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,89,6347.55,0,High Value,Loyal,1
3970-XGJDU,Female,0,No,No,62,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),89,1123.65,0,High Value,Loyal,1
7017-VFULY,Female,0,Yes,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),89,43.15,0,High Value,New,1
5562-YJQGT,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),89,35.1,0,High Value,New,1
8807-OPMBM,Female,0,Yes,Yes,55,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),89,1388,0,High Value,Loyal,1
5439-WIKXB,Male,1,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.05,3851.45,0,High Value,Loyal,1
9874-QLCLH,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.05,1743.5,1,High Value,Established,0
8294-UIMBA,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),89.05,2638.1,0,High Value,Loyal,1
8109-YUOHE,Male,0,No,No,17,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,89.05,946.95,0,High Value,Established,1
5840-NVDCG,Female,0,Yes,Yes,16,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),89.05,1114.85,0,High Value,Established,1
8092-NLTGF,Male,0,No,No,72,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),89.05,1777.6,0,High Value,Loyal,1
5928-QLDHB,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.1,684.85,0,High Value,Early,1
9840-EFJQB,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,89.1,74.35,0,High Value,New,1
0696-UKTOX,Male,0,No,Yes,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,89.1,1312.45,0,High Value,Established,1
4801-KFYKL,Male,0,No,Yes,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),89.1,159.2,0,High Value,Early,1
3472-OAOOR,Male,0,Yes,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,89.1,610.2,0,High Value,Established,1
6135-OZQVA,Female,0,No,No,7,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.1,404.35,0,High Value,Early,1
8062-YBDOE,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.1,69.65,1,High Value,New,0
2252-JHJGE,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,89.1,6363.45,0,High Value,Loyal,1
4188-PCPIG,Female,0,Yes,No,57,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),89.1,4124.65,0,High Value,Loyal,1
6000-APYLU,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.15,713.1,1,High Value,Early,0
7105-BENQF,Male,0,No,Yes,15,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,89.15,950.75,0,High Value,Established,1
7721-DVEKZ,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,89.15,19.65,0,High Value,New,1
3566-VVORZ,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),89.15,505.95,0,High Value,Early,1
9507-HSMMZ,Male,0,No,No,54,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,89.15,1149.65,0,High Value,Loyal,1
2480-SQIOB,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,89.15,169.65,0,High Value,New,1
0947-IDHRQ,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,89.15,526.7,1,High Value,Early,0
7813-TKCVO,Female,0,Yes,No,20,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,89.15,393.15,0,High Value,Established,1
0128-MKWSG,Female,0,No,Yes,26,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,89.15,1147,0,High Value,Loyal,1
3672-YITQD,Male,1,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,3021.6,1,High Value,Loyal,0
4350-ZTLPI,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),89.2,5718.2,0,High Value,Loyal,1
9048-JVYVF,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.2,191.35,1,High Value,New,0
0361-HJRDX,Female,0,No,No,68,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),89.2,4539.6,0,High Value,Loyal,1
5727-MYATE,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),89.2,6397.6,0,High Value,Loyal,1
3823-KYNQY,Male,0,No,No,12,Yes,Yes,No,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),89.2,280.4,0,High Value,Early,1
8988-ECPJR,Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.2,2718.3,1,High Value,Loyal,0
7570-WELNY,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.2,5711.05,0,High Value,Loyal,1
3021-VLNRJ,Female,0,No,Yes,50,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),89.25,3478.15,0,High Value,Loyal,1
3776-EKTKM,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.25,36.45,1,High Value,New,0
2080-CAZNM,Female,1,No,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.25,4133.95,0,High Value,Loyal,1
1028-FFNJK,Male,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.25,2917.65,0,High Value,Loyal,1
6907-FLBER,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.25,54.3,0,High Value,New,1
3001-UNBTL,Male,1,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.3,2964.8,0,High Value,Loyal,1
5982-PSMKW,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),89.3,2198.3,0,High Value,Established,1
3507-GASNP,Male,0,No,Yes,60,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,89.3,1189.9,0,High Value,Loyal,1
7096-ZNBZI,Female,0,Yes,No,72,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),89.3,1914.5,0,High Value,Loyal,1
1902-XBTFB,Male,0,No,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.3,2001.5,1,High Value,Established,0
1676-MQAOA,Male,0,No,No,72,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),89.3,5336.35,0,High Value,Loyal,1
0786-IVLAW,Female,1,No,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),89.35,7238.6,0,High Value,Loyal,1
7566-DSRLQ,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,89.35,7998.8,0,High Value,Loyal,1
0643-OKLRP,Female,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.35,3825.85,1,High Value,Loyal,0
7245-JMTTQ,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,89.35,5703.25,0,High Value,Loyal,1
6050-IJRHS,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,89.35,7397,0,High Value,Loyal,1
6202-JVYEU,Male,0,No,No,9,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,89.4,164.6,0,High Value,Early,1
8591-TKMZH,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,89.4,6555.2,0,High Value,Loyal,1
0734-OXWBT,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,89.4,225.65,0,High Value,New,1
4282-ACRXS,Male,1,Yes,No,38,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.4,955.75,0,High Value,Loyal,1
0365-TRTPY,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.4,3382.3,0,High Value,Loyal,1
7349-ALMUX,Male,0,No,No,37,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),89.4,2313.8,0,High Value,Loyal,1
9381-NDKME,Female,1,Yes,No,24,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),89.4,933.3,1,High Value,Established,0
6502-KUGLL,Female,0,Yes,Yes,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),89.4,780.85,0,High Value,Established,1
1841-YSJGV,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),89.4,7852.4,0,High Value,Loyal,1
2794-XIMMO,Male,0,Yes,No,53,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,89.45,3184.25,1,High Value,Loyal,0
8382-SHQEH,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.45,764.95,1,High Value,Early,0
3511-BFTJW,Male,0,Yes,Yes,72,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),89.45,2763,0,High Value,Loyal,1
7668-XCFYV,Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.45,1614.7,0,High Value,Established,1
2983-ZANRP,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.45,145.4,1,High Value,New,0
7845-URHJN,Female,0,Yes,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),89.45,156.25,1,High Value,Early,0
3034-ZBEQN,Female,0,Yes,No,48,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,89.45,1604.5,1,High Value,Loyal,0
5018-HEKFO,Female,0,No,No,10,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.45,270.15,0,High Value,Early,1
2923-ARZLG,Male,0,Yes,Yes,0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,89.5,0,0,High Value,New,1
3976-NLDEZ,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,89.5,20.6,0,High Value,New,1
2282-YGNOR,Female,0,No,No,29,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),89.5,1734.5,0,High Value,Loyal,1
5336-UFNZP,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,89.5,7047.5,0,High Value,Loyal,1
6854-EXGSF,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.5,573.15,0,High Value,Early,1
1241-EZFMJ,Male,0,Yes,No,61,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),89.5,1538.6,0,High Value,Loyal,1
9233-PSYHO,Female,1,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),89.55,4459.8,0,High Value,Loyal,1
5376-PCKNB,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.55,7459,0,High Value,Loyal,1
8044-BGWPI,Male,0,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.55,306.05,0,High Value,Early,1
4060-LDNLU,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.55,639.7,0,High Value,Early,1
3589-PPVKW,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,89.55,348.15,0,High Value,Early,1
8327-LZKAS,Female,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,89.55,4533.9,1,High Value,Loyal,0
5887-IKKYO,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),89.55,5563.65,0,High Value,Loyal,1
1075-BGWOH,Male,1,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,1587.55,1,High Value,Established,0
1755-RMCXH,Male,0,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,89.55,40.25,0,High Value,New,1
0302-JOIVN,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,89.55,842.9,1,High Value,Early,0
3858-XHYJO,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),89.55,4228.55,0,High Value,Loyal,1
4299-SIMNS,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,784.45,0,High Value,Early,1
7025-IWFHT,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,89.55,3729.75,0,High Value,Loyal,1
6261-LHRTG,Female,0,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),89.6,1406.9,0,High Value,Loyal,1
7841-FCRQD,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),89.6,1857.3,0,High Value,Loyal,1
2056-EVGZL,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),89.6,7322.5,0,High Value,Loyal,1
8777-MBMTS,Female,1,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),89.6,6725.5,0,High Value,Loyal,1
7753-USQYQ,Male,0,No,No,55,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,89.6,3627.3,0,High Value,Loyal,1
5366-IJEQJ,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.6,1761.45,1,High Value,Established,0
7661-CPURM,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),89.65,1725.95,0,High Value,Established,1
6233-HXJMX,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.65,4192.15,0,High Value,Loyal,1
5902-WBLSE,Female,0,Yes,Yes,70,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),89.65,1411.2,0,High Value,Loyal,1
1981-INRFU,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.65,164.5,1,High Value,New,0
4971-PUYQO,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.65,2724.6,1,High Value,Loyal,0
3239-TPHPZ,Female,0,Yes,No,12,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,89.65,264.55,0,High Value,Early,1
5115-GZDEL,Male,0,No,Yes,72,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),89.7,4671.7,0,High Value,Loyal,1
3338-CVVEH,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.7,1173.55,0,High Value,Early,1
8485-GJCDN,Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,89.7,318.5,1,High Value,New,0
2615-YVMYX,Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.7,7713.55,0,High Value,Loyal,1
2851-STERV,Male,1,No,No,35,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,89.7,2471.25,0,High Value,Loyal,1
4393-GEADV,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),89.7,7842.3,0,High Value,Loyal,1
8486-AYEQH,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.7,2227.8,0,High Value,Loyal,1
1527-SXDPN,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.75,4990.25,1,High Value,Loyal,0
6029-WTIPC,Male,1,No,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.75,3744.05,1,High Value,Loyal,0
8634-CILSZ,Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),89.75,7220.35,1,High Value,Loyal,0
5419-JKZNQ,Male,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.75,2351.45,0,High Value,Loyal,1
2495-KZNFB,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.75,2989.6,0,High Value,Loyal,1
1409-PHXTF,Male,1,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,89.75,6077.75,0,High Value,Loyal,1
4560-WQAQW,Female,0,No,No,59,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),89.75,4070.95,0,High Value,Loyal,1
9591-YVTEB,Male,1,No,No,55,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.75,2479.05,0,High Value,Loyal,1
9309-BZGNT,Male,1,Yes,No,69,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),89.8,2134.3,0,High Value,Loyal,1
4274-DRSQT,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),89.8,6000.1,0,High Value,Loyal,1
2027-DNKIV,Male,0,Yes,Yes,37,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,89.8,2203.1,0,High Value,Loyal,1
8075-GXIUB,Male,1,Yes,No,9,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),89.8,183.15,0,High Value,Early,1
2885-HIJDH,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),89.8,6194.1,0,High Value,Loyal,1
5424-RLQLC,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,89.8,638.95,0,High Value,Early,1
6682-QJDGB,Male,0,No,Yes,40,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,89.8,2139.2,1,High Value,Loyal,0
6507-DTJZV,Male,0,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),89.8,831.75,0,High Value,Established,1
8780-IXSTS,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,521.3,1,High Value,New,0
7673-BQGKU,Female,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),89.85,1337.5,0,High Value,Loyal,1
6723-WSNTY,Female,1,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.85,7181.95,0,High Value,Loyal,1
9530-EHPOH,Male,0,No,No,11,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.85,608,1,High Value,Early,0
2725-IWWBA,Male,0,Yes,Yes,46,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,89.85,2560.1,0,High Value,Loyal,1
0345-HKJVM,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,89.85,577.6,1,High Value,New,0
1061-PNTHC,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.85,5953,0,High Value,Loyal,1
0394-YONDK,Male,0,Yes,Yes,70,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),89.85,1790.15,0,High Value,Loyal,1
6574-MCOEH,Female,0,Yes,Yes,33,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,89.85,2531.4,0,High Value,Loyal,1
7399-QHBJS,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),89.85,4760.3,0,High Value,Loyal,1
3049-SOLAY,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,292.85,1,High Value,New,0
0997-YTLNY,Female,0,No,Yes,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,89.85,953.65,0,High Value,Established,1
3317-HRTNN,Female,1,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,89.85,198,1,High Value,New,0
9479-HYNYL,Female,0,Yes,No,71,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),89.9,5705.05,0,High Value,Loyal,1
3235-ETOOB,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.9,609.9,1,High Value,Early,0
9708-KFDBY,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),89.9,20.55,0,High Value,New,1
8058-INTPH,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.9,79.65,1,High Value,New,0
3642-GKTCT,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,89.9,6993.65,0,High Value,Loyal,1
0774-RMNUW,Female,0,Yes,Yes,71,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),89.9,4122.65,0,High Value,Loyal,1
1334-PDUKM,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),89.9,5762.95,0,High Value,Loyal,1
0756-MPZRL,Male,0,No,No,46,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),89.9,1537.85,0,High Value,Loyal,1
2242-MFOTG,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),89.95,2603.3,0,High Value,Loyal,1
2927-CVULT,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,5566.4,0,High Value,Loyal,1
2144-BFDSO,Female,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.95,5431.9,0,High Value,Loyal,1
8745-PVESG,Female,0,No,No,57,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),89.95,2258.25,0,High Value,Loyal,1
7647-GYYKX,Female,0,Yes,Yes,54,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),89.95,1092.35,0,High Value,Loyal,1
5647-FXOTP,Female,1,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.95,6401.25,0,High Value,Loyal,1
5569-OUICF,Female,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90,2812.2,1,High Value,Loyal,0
8821-XNHVZ,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,90,80.05,1,High Value,New,0
2082-OJVTK,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90,2698.35,1,High Value,Loyal,0
9700-ISPUP,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,90,616.9,0,High Value,Early,1
9839-ETQOE,Male,0,No,Yes,43,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,90,1912.85,0,High Value,Loyal,1
6078-VESFR,Male,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),90.05,849.1,0,High Value,Established,1
9027-TMATR,Female,0,Yes,No,43,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,90.05,3460.3,0,High Value,Loyal,1
5940-NFXKV,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.05,1465.75,1,High Value,Established,0
1941-HOSAM,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,90.05,90.1,0,High Value,New,1
9110-HSGTV,Female,0,No,No,69,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),90.05,5555.3,0,High Value,Loyal,1
